4933,St.MOTHER THERESA ENGINEERING COLLEGE
4971,St.XAVIER'S CATHOLIC COLLEGE OF ENGINEERING
3766,STAR LION COLLEGE OF ENGINEERING AND TECHNOLOGY
4672,STELLA MARY'S  COLLEGE OF ENGINEERING
2770,STUDY WORLD COLLEGE OF ENGINEERING
3920,SUDHARSAN ENGINEERING COLLEGE
2360,SUGUNA COLLEGE OF ENGINEERING
4972,SUN COLLEGE OF ENGINEERING AND TECHNOLOGY
3460,SUREYA COLLEGE OF ENGINEERING
2748,SURYA ENGINEERING COLLEGE
1434,SURYA GROUP OF INSTITUTIONS
5921,SYED AMMAL ENGINEERING COLLEGE
1318,T.J. INSTITUTE OF TECHNOLOGY
1241,T.J.S. ENGINEERING COLLEGE
1415,T.S.M. JAIN COLLEGE OF TECHNOLOGY
1420,TAGORE ENGINEERING COLLEGE
2646,TAGORE INSTITUTE OF ENGINEERING AND TECHNOLOGY
2721,TAMILNADU COLLEGE OF ENGINEERING
4950,TAMIZHAN COLLEGE OF ENGINEERING AND TECHNOLOGY
2757,TEJAA SHAKTHI INSTITUTE OF TECHNOLOGY FOR WOMEN
4669,THAMIRABHARANI ENGINEERING COLLEGE
1319,THANGAVELU ENGINEERING COLLEGE
1516,THANTHAI PERIYAR GOVT INSTITUTE OF TECHNOLOGY
2666,THE KAVERY COLLEGE OF ENGINEERING
2625,THE KAVERY ENGINEERING COLLEGE
5988,THENI KAMMAVAR SANGAM COLLEGE OF TECHNOLOGY
5008,THIAGARAJAR COLLEGE OF ENGINEERING (AUTONOMOUS)
1517,THIRUMALAI ENGINEERING COLLEGE
1518,THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY
3820,TRICHY ENGINEERING COLLEGE
3795,TRP ENGINEERING COLLEGE
4978,UDAYA SCHOOL OF ENGINEERING
5942,ULTRA COLLEGE OF ENGINEERING AND TECHNOLOGY FOR WOMEN
2761,UNITED INSTITUTE OF TECHNOLOGY
4675,UNIVERSAL COLLEGE OF ENGINEERING & TECHNOLOGY
3016,"UNIVERSITY COLLEGE OF ENGINEERING, ARIYALUR"
1015,"UNIVERSITY COLLEGE OF ENGINEERING, ARNI"
5022,"UNIVERSITY COLLEGE OF ENGINEERING, DINDIGUL"
1026,"UNIVERSITY COLLEGE OF ENGINEERING, KANCHIPURAM"
4023,"UNIVERSITY COLLEGE OF ENGINEERING, NAGERCOIL"
3019,"UNIVERSITY COLLEGE OF ENGINEERING, PANRUTI"
3021,"UNIVERSITY COLLEGE OF ENGINEERING, PATTUKKOTTAI"
5017,"UNIVERSITY COLLEGE OF ENGINEERING, RAMANATHAPURAM"
3018,"UNIVERSITY COLLEGE OF ENGINEERING, THIRUKKUVALAI"
1014,"UNIVERSITY COLLEGE OF ENGINEERING, TINDIVANAM"
3011,"UNIVERSITY COLLEGE OF ENGINEERING, TIRUCHIRAPPALLI"
1013,"UNIVERSITY COLLEGE OF ENGINEERING, VILLUPURAM"
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS"
1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS"
4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS"
4024,"UNIVERSITY VOC COLLEGE OF ENGINEERING, THOOTHUKUDI"
4941,UNNAMALAI INSTITUTE OF TECHNOLOGY
2655,V K S COLLEGE OF ENGINEERING AND TECHNOLOGY
2658,V S A EDUCATIONAL AND CHARITABLE TRUST'S GROUP OF INSTITUTIONS
4864,V V COLLEGE OF ENGINEERING
4979,V.P.MUTHAIAH PILLAI MEENAKSHI AMMAL ENGINEERING COLLEGE FOR WOMEN
1421,V.R.S. COLLEGE OF ENGINEERING AND TECHNOLOGY
2357,V.S.B. COLLEGE OF ENGINEERING TECHNICAL CAMPUS
2622,V.S.B. ENGINEERING COLLEGE
5532,VAIGAI COLLEGE OF ENGINEERING
1422,VALLIAMMAI ENGINEERING COLLEGE
3848,VANDAYAR ENGINEERING COLLEGE
2641,VARUVAN VADIVELAN INSTITUTE OF TECHNOLOGY
1136,VEDHANTHA INSTITUTE OF TECHNOLOGY
5851,VEERAMMAL ENGINEERING COLLEGE
1131,VEL TECH
1122,VEL TECH HIGH TECH DR.RANGARAJAN DR.SAKUNTHALA ENGINEERING COLLEGE
1118,VEL TECH MULTI TECH DR.RANGARAJAN DR.SAKUNTHALA ENGINEERING COLLEGE
2723,VELALAR COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)
5986,VELAMMAL COLLEGE OF ENGINEERING AND TECHNOLOGY
1120,VELAMMAL ENGINEERING COLLEGE
1237,VELAMMAL INSTITUTE OF TECHNOLOGY
3850,VETRI VINAYAHA COLLEGE OF ENGINEERING AND TECHNOLOGY
1333,VI INSTITUTE OF TECHNOLOGY
5922,VICKRAM COLLEGE OF ENGINEERING
2337,VIDHYA MANDHIR INSTITUTE OF TECHNOLOGY
2633,VIDYAA VIKAS COLLEGE OF ENGINEERING AND TECHNOLOGY
4982,VINS CHRISTIAN COLLEGE OF ENGINEERING
4945,VINS CHRISTIAN WOMEN'S COLLEGE OF ENGINEERING
2368,VISHNU LAKSHMI COLLEGE OF ENGINEERING AND TECHNOLOGY
2620,VIVEKANANDHA COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS)
2661,VIVEKANANDHA COLLEGE OF TECHNOLOGY FOR WOMEN
